PLAYER,POS,AGE,TEAM,G,MP,PER,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,VORP,SEASON,AdjustedSalary,AdjustedPayroll,MinutesPG,TS%,AdjustedSalaryCap
Wesley Johnson,SF,27,LAL,76,2245,11.1,0.375,0.162,7.8,8.6,1.3,1.6,10.5,16.4,-1.1,-0.8,0.1,2015,1054353,83337839,29.53947368,0.509,69365745
Beno Udrih,PG,32,MEM,79,1494,15.4,0.192,0.202,5.5,24,1.6,0.4,13.9,19.6,0.3,0.3,0.9,2015,2232115,80771746,18.91139241,0.55,69365745
Courtney Lee,SG,29,MEM,77,2354,11.5,0.348,0.201,4.3,9.8,1.7,0.4,10,15.2,-1,0.5,0.9,2015,5857018,80771746,30.57142857,0.555,69365745
Jeff Green,SF,28,MEM,45,1361,14.2,0.28,0.291,7.8,9.5,1,1.3,8.6,20.5,0.8,-0.2,0.9,2015,9887077,80771746,30.24444444,0.53,69365745
Jon Leuer,PF,25,MEM,63,824,11.9,0.106,0.216,14.3,8.8,1.1,0.9,10.5,18.6,-2.5,-0.3,-0.1,2015,1039755,80771746,13.07936508,0.478,69365745
Kosta Koufos,C,25,MEM,81,1348,14.2,0,0.237,18.1,4.3,1.1,3.9,14.9,15.8,-2,0.7,0.2,2015,3224046,80771746,16.64197531,0.53,69365745
Marc Gasol,C,30,MEM,81,2687,21.7,0.016,0.41,13.4,19.7,1.4,4,12.2,24.6,2.7,2.4,4.8,2015,17011885,80771746,33.17283951,0.558,69365745
Mike Conley,PG,27,MEM,70,2225,18.6,0.314,0.282,5.4,28,2.1,0.5,13.6,23.7,2.6,0.2,2.7,2015,9414216,80771746,31.78571429,0.558,69365745
Nick Calathes,SG,25,MEM,58,838,12.3,0.174,0.182,7.2,26.6,3.9,0.5,18.6,17.9,-3.1,3.2,0.4,2015,877458,80771746,14.44827586,0.455,69365745
Tony Allen,SG,33,MEM,63,1648,14.6,0.064,0.277,9.7,8.1,4.1,1.5,14.4,16.6,-1.5,3.1,1.5,2015,5373411,80771746,26.15873016,0.528,69365745
Vince Carter,SG,38,MEM,66,1091,9.6,0.571,0.14,7,11.1,2.1,1.1,9.1,19.9,-2.1,0.4,0.1,2015,4204136,80771746,16.53030303,0.445,69365745
Zach Randolph,PF,33,MEM,71,2304,19.5,0.021,0.32,18.5,11.4,1.6,0.5,12.8,24.3,1.4,-0.1,1.9,2015,17732257,80771746,32.45070423,0.538,69365745
Chris Andersen,C,36,MIA,60,1132,16.1,0.063,0.551,15.9,6.1,1.2,4.6,13.5,12.3,0,1,0.9,2015,5695816,81474926,18.86666667,0.622,69365745
Chris Bosh,C,30,MIA,44,1556,19.8,0.226,0.311,12,12,1.4,1.4,10.1,28.4,2.5,-1.3,1.3,2015,22186170,81474926,35.36363636,0.548,69365745
Dwyane Wade,SG,33,MIA,62,1971,21.4,0.094,0.341,6.7,32.1,2,0.9,14.4,34.7,3.5,-1.4,2.1,2015,16120234,81474926,31.79032258,0.534,69365745
Hassan Whiteside,C,25,MIA,48,1142,26.2,0,0.403,25.4,1,1.2,9.2,11.3,21.1,2.5,1.6,1.8,2015,833083,81474926,23.79166667,0.619,69365745
James Ennis,SF,24,MIA,62,1051,11.5,0.385,0.381,10.1,7.2,1.3,1.4,11.9,14.6,-1,-0.5,0.1,2015,545225,81474926,16.9516129,0.541,69365745
Luol Deng,SF,29,MIA,72,2421,15.5,0.28,0.319,9.3,9.9,1.4,0.8,10.7,19.5,1.1,-1.1,1.2,2015,10439959,81474926,33.625,0.561,69365745
Mario Chalmers,PG,28,MIA,80,2368,11.7,0.374,0.401,5.2,21,2.7,0.4,18.2,18.9,-2.6,0.1,-0.3,2015,4298729,81474926,29.6,0.521,69365745
Norris Cole,PG,26,MIA,47,1148,9.9,0.333,0.15,5.7,22.9,1.9,0.6,15.1,15.7,-2.6,-0.4,-0.3,2015,2310768,81474926,24.42553191,0.452,69365745
Shabazz Napier,PG,23,MIA,51,1012,9.3,0.518,0.246,6.7,19.9,2.1,0.3,24.3,15.5,-2.7,-0.5,-0.3,2015,1331144,81474926,19.84313725,0.517,69365745
Shawne Williams,SF,28,MIA,44,924,11.2,0.633,0.138,9,6.3,1.2,1.6,8.3,14.1,-0.7,-0.5,0.2,2015,1231246,81474926,21,0.574,69365745
Udonis Haslem,PF,34,MIA,62,995,10.6,0.042,0.268,15.6,7.4,1.1,1.1,13.3,14.6,-3,-0.8,-0.4,2015,2936032,81474926,16.0483871,0.488,69365745
Brandon Knight,PG,23,MIL,52,1688,18.5,0.341,0.26,7.5,28.6,2.5,0.5,16.7,26.6,2.5,0,1.9,2015,3819331,58541453,32.46153846,0.556,69365745
Ersan Ilyasova,PF,27,MIL,58,1319,16.8,0.341,0.192,12,7.4,1.4,1.2,6.9,22.1,1.6,-0.5,1,2015,8489990,58541453,22.74137931,0.554,69365745
Giannis Antetokounmpo,SG,20,MIL,81,2541,14.8,0.056,0.445,12.2,13.1,1.5,2.8,15.6,19.6,-1.2,1.2,1.2,2015,2013094,58541453,31.37037037,0.552,69365745
Jared Dudley,SG,29,MIL,72,1717,12.3,0.454,0.158,7.3,11.5,2.1,0.5,12.1,13.5,-0.5,1,1.1,2015,4567399,58541453,23.84722222,0.572,69365745
Jerryd Bayless,PG,26,MIL,77,1717,11.1,0.233,0.266,7,21,1.8,0.6,18.8,18.6,-2.5,0.4,0,2015,3224046,58541453,22.2987013,0.519,69365745
John Henson,C,24,MIL,67,1228,18,0,0.396,14.5,7.8,1.2,9.3,17.6,18.1,-1.5,2.2,0.8,2015,2135737,58541453,18.32835821,0.578,69365745
Khris Middleton,SF,23,MIL,79,2378,15.6,0.308,0.18,8.4,12.7,2.6,0.4,10.8,19.9,0.5,1.1,2.2,2015,983595,58541453,30.10126582,0.563,69365745
Zaza Pachulia,C,30,MIL,73,1730,15.6,0.006,0.302,16.5,16.2,2.4,1,18.2,19.1,-0.4,0.8,1,2015,5588347,58541453,23.69863014,0.506,69365745
Andrew Wiggins,SF,19,MIN,82,2969,13.9,0.111,0.41,7.2,9.8,1.5,1.3,11.7,22.6,-0.4,-2,-0.3,2015,5922187,74560321,36.20731707,0.517,69365745
Anthony Bennett,PF,21,MIN,57,894,11.4,0.077,0.215,13.8,8.7,1.5,1.4,10,17.8,-2.5,-1.4,-0.4,2015,5979446,74560321,15.68421053,0.458,69365745
Chase Budinger,SF,26,MIN,67,1286,12.2,0.367,0.208,8.8,8,1.7,0.6,10.3,16.3,-0.5,-1.3,0,2015,5373411,74560321,19.19402985,0.537,69365745
Gorgui Dieng,C,25,MIN,73,2193,17.2,0.012,0.477,15.9,10.5,1.6,4.5,16.9,15,-0.1,0.3,1.2,2015,1519041,74560321,30.04109589,0.573,69365745
Robbie Hummel,SF,25,MIN,45,742,9.7,0.297,0.169,10.3,5.6,1.1,1,8.9,12.1,-2.7,-1.4,-0.4,2015,945720,74560321,16.48888889,0.536,69365745
Thaddeus Young,PF,26,MIN,48,1605,15,0.101,0.201,8.7,14.7,2.7,0.8,9.7,21.2,-0.4,-0.1,0.6,2015,9845024,74560321,33.4375,0.491,69365745
Zach LaVine,PG,19,MIN,77,1902,11.3,0.247,0.261,6.4,24,1.4,0.4,20.4,22,-2.2,-2.5,-1.3,2015,2209374,74560321,24.7012987,0.515,69365745
Anthony Davis,PF,21,NOP,68,2455,30.8,0.01,0.384,16.1,11.6,2.1,6.2,6.3,27.8,6.6,2.3,6.7,2015,6026001,85988398,36.10294118,0.591,69365745
Dante Cunningham,PF,27,NOP,66,1652,8.9,0.029,0.139,8.8,4.4,1.5,1.7,8.9,10.9,-2.8,0.4,-0.2,2015,894072,85988398,25.03030303,0.473,69365745
Eric Gordon,SG,26,NOP,61,2018,12.7,0.454,0.192,4.5,17.6,1.3,0.5,14,19.8,0.2,-1.2,0.5,2015,16011624,85988398,33.08196721,0.544,69365745
Luke Babbitt,SF,25,NOP,63,830,11.1,0.599,0.099,7.6,4.3,1.1,1,11.5,12.4,0,-0.3,0.3,2015,1054353,85988398,13.17460317,0.639,69365745
Omer Asik,C,28,NOP,76,1982,15.5,0,0.546,21.4,5.4,0.8,2.1,15.7,14,-0.4,-0.9,0.4,2015,16011624,85988398,26.07894737,0.545,69365745
Quincy Pondexter,SF,26,NOP,45,1253,11.1,0.548,0.212,6.3,7.8,0.6,1.2,10.7,13.9,-0.3,-0.9,0.2,2015,3381023,85988398,27.84444444,0.592,69365745
Ryan Anderson,PF,26,NOP,61,1675,15.6,0.492,0.207,10,5.4,1,0.9,7.2,23.4,1.8,-2.1,0.7,2015,9125664,85988398,27.45901639,0.524,69365745
Tyreke Evans,SG,25,NOP,79,2690,17.7,0.195,0.25,8.8,32.7,2,1,16,26.1,1.4,-0.2,2.2,2015,12106743,85988398,34.05063291,0.508,69365745
Cole Aldrich,C,26,NYK,61,976,18.1,0,0.213,20,13.3,2,5.5,15.2,18.3,-0.8,1.1,0.6,2015,1054353,87446049,16,0.513,69365745
Jason Smith,C,28,NYK,82,1785,12,0.071,0.258,10.5,13.5,0.9,2.1,13.6,19.7,-2.4,-1.4,-0.8,2015,3522808,87446049,21.76829268,0.497,69365745
Jose Calderon,PG,33,NYK,42,1270,11.3,0.401,0.09,5.6,25.6,1.3,0,16.9,16.1,-1.1,-2,-0.3,2015,7627225,87446049,30.23809524,0.519,69365745
Langston Galloway,PG,23,NYK,45,1457,12.3,0.344,0.153,7.5,17.6,1.9,0.7,10.1,19.2,-1.5,-0.9,-0.1,2015,317520,87446049,32.37777778,0.489,69365745
Pablo Prigioni,PG,37,NYK,43,795,12.7,0.714,0.161,5.8,20.4,3.4,0.1,21.4,12.7,-1,1,0.4,2015,1787154,87446049,18.48837209,0.583,69365745
Quincy Acy,PF,24,NYK,68,1287,11.9,0.181,0.293,13.5,8.7,1.1,1.4,13.8,15.5,-2.1,-1,-0.3,2015,983595,87446049,18.92647059,0.533,69365745
Shane Larkin,PG,22,NYK,76,1865,10.9,0.269,0.181,5.4,19.4,2.6,0.4,15.1,13.6,-3,0.2,-0.4,2015,1726025,87446049,24.53947368,0.504,69365745
Tim Hardaway Jr.,SG,22,NYK,70,1681,12.1,0.494,0.218,5.4,13.5,0.6,0.7,9.5,23.8,0.2,-3,-0.3,2015,1344040,87446049,24.01428571,0.512,69365745
Travis Wear,SF,24,NYK,51,672,8.5,0.144,0.124,9.1,9.9,1.2,1.4,13.7,17.5,-3.4,-2.1,-0.6,2015,545225,87446049,13.17647059,0.451,69365745
Andre Roberson,SG,23,OKC,67,1286,9.1,0.423,0.239,10.6,7.4,2.1,1.8,17.2,9,-2.4,1.7,0.4,2015,1247577,86413604,19.19402985,0.513,69365745
Anthony Morrow,SG,29,OKC,74,1806,14.8,0.528,0.145,5.8,5.2,1.5,0.5,5.5,16.5,1.9,-0.1,1.7,2015,3438983,86413604,24.40540541,0.604,69365745
Dion Waiters,SG,23,OKC,47,1422,10.1,0.265,0.185,5.1,9.8,1.6,0.6,8.8,21.7,-2.5,-1.2,-0.6,2015,4365359,86413604,30.25531915,0.455,69365745
Jeremy Lamb,SG,22,OKC,47,633,14.9,0.444,0.22,9.1,10.9,1.7,0.7,9,20.5,0.9,0.8,0.6,2015,2366450,86413604,13.46808511,0.538,69365745
Kendrick Perkins,C,30,OKC,51,981,7.4,0.005,0.403,15.2,6.1,0.7,3.1,25.3,12.9,-5,0.3,-0.7,2015,10305008,86413604,19.23529412,0.461,69365745
Nick Collison,PF,34,OKC,66,1101,11.2,0.237,0.257,12.2,11.6,1.6,1.8,13.8,12.8,-1.9,0.9,0.3,2015,2409440,86413604,16.68181818,0.485,69365745
Perry Jones,SF,23,OKC,43,631,6.9,0.326,0.201,6.5,4.2,1.4,1,10.7,15.3,-4,-0.4,-0.4,2015,1213531,86413604,14.6744186,0.459,69365745
Reggie Jackson,PG,24,OKC,50,1398,15.6,0.274,0.2,7.7,24.5,1.5,0.3,12.7,22.1,0.9,-0.2,0.9,2015,2499367,86413604,27.96,0.511,69365745
Russell Westbrook,PG,26,OKC,67,2302,29.1,0.196,0.445,11.4,47,3,0.5,14.3,38.4,6.9,1.2,5.8,2015,16892997,86413604,34.35820896,0.536,69365745
Serge Ibaka,PF,25,OKC,64,2116,16.6,0.261,0.14,12.6,4.2,0.7,5.8,10.4,18.9,0.5,0.4,1.6,2015,13164857,86413604,33.0625,0.549,69365745
Steven Adams,C,21,OKC,70,1771,14.1,0.005,0.514,15.8,5.5,1.1,3.8,16.8,14.3,-1.5,0.2,0.3,2015,2348137,86413604,25.3,0.549,69365745
Aaron Gordon,PF,19,ORL,47,797,11.4,0.231,0.293,12,6.3,1.3,2.2,13.9,15.5,-2.6,-0.1,-0.2,2015,4290174,64082446,16.95744681,0.517,69365745
Ben Gordon,SG,31,ORL,56,790,10.6,0.329,0.227,4.5,10.3,0.9,0.1,14.5,21.8,-2,-2.2,-0.4,2015,4836070,64082446,14.10714286,0.538,69365745
Channing Frye,PF,31,ORL,75,1870,9.5,0.71,0.072,8.9,7.4,1.3,1.7,13.4,14.1,-1.5,-0.1,0.2,2015,9219793,64082446,24.93333333,0.546,69365745
Dewayne Dedmon,C,25,ORL,59,845,13.3,0.006,0.395,19.7,1.6,1,4.8,21.1,13,-3.3,-0.2,-0.3,2015,877458,64082446,14.3220339,0.568,69365745
Elfrid Payton,PG,20,ORL,82,2489,13.8,0.059,0.302,7.9,32.6,2.9,0.7,20.2,18.3,-1.5,0.3,0.5,2015,2576916,64082446,30.35365854,0.456,69365745
Evan Fournier,SG,22,ORL,58,1661,12.4,0.391,0.256,5.2,11.5,1.2,0.1,11.4,19.7,-0.5,-1.3,0.1,2015,1594742,64082446,28.63793103,0.546,69365745
Kyle O'Quinn,PF,24,ORL,51,824,14.8,0.178,0.236,13.6,11.3,1.9,3.8,17.1,17.7,-1.7,1.5,0.4,2015,983595,64082446,16.15686275,0.55,69365745
Luke Ridnour,PG,33,ORL,47,683,10,0.358,0.119,5.6,21,1.5,0.5,17,14.8,-2.8,-0.5,-0.2,2015,2955376,64082446,14.53191489,0.507,69365745
Nikola Pekovic,C,24,ORL,74,2529,21.5,0.005,0.181,18.1,11,1.1,1.7,10.2,26,2,-1.2,1.8,2015,13003655,64082446,34.17567568,0.548,69365745
Tobias Harris,SF,22,ORL,68,2369,16.7,0.252,0.258,10.3,8.8,1.5,1.2,9.8,22.5,1.1,-0.6,1.5,2015,2698991,64082446,34.83823529,0.551,69365745
Victor Oladipo,SG,22,ORL,72,2573,15.9,0.228,0.295,6.6,19.3,2.4,0.6,14.3,25.2,-0.1,-0.3,1.1,2015,5349983,64082446,35.73611111,0.527,69365745
Willie Green,SG,33,ORL,52,951,7.9,0.395,0.111,4.7,10.9,1.4,0.4,13,17.6,-3.2,-1,-0.5,2015,1556666,64082446,18.28846154,0.477,69365745
Henry Sims,C,24,PHI,73,1399,14.5,0.044,0.273,13.9,10.7,1.4,1.7,15,20.6,-2.1,-0.7,-0.3,2015,983595,58414953,19.16438356,0.521,69365745
Hollis Thompson,SG,23,PHI,71,1776,10.9,0.529,0.164,6,8.4,1.6,1.2,10.2,15.9,-1.6,-0.3,0.1,2015,877458,58414953,25.01408451,0.538,69365745
JaKarr Sampson,SF,21,PHI,74,1131,9.4,0.367,0.272,7.8,12,1.7,1.9,16.4,17.9,-4.2,0,-0.6,2015,545225,58414953,15.28378378,0.498,69365745
Jerami Grant,SF,20,PHI,65,1377,8.7,0.443,0.548,7.8,9.4,1.5,4,16.3,16.5,-3.9,0.6,-0.5,2015,950963,58414953,21.18461538,0.47,69365745
Luc Mbah a Moute,PF,28,PHI,67,1916,10.6,0.318,0.256,9.3,9.8,2.1,0.9,12.3,18.3,-2.7,-0.1,-0.4,2015,4709876,58414953,28.59701493,0.499,69365745
Nerlens Noel,C,20,PHI,75,2311,15,0,0.352,14.3,9.8,2.9,5,16.2,17,-2.6,2.3,1,2015,3562700,58414953,30.81333333,0.466,69365745
Robert Covington,SF,24,PHI,70,1956,14.7,0.59,0.287,8.8,9.8,2.5,1.3,13.1,21.8,0.3,0.4,1.3,2015,1074682,58414953,27.94285714,0.493,69365745
Alex Len,C,21,PHO,69,1518,13.5,0.008,0.295,16.4,3.1,1.1,5.3,15.7,13.7,-2.8,1,0.1,2015,3922504,62351628,22,0.554,69365745
Eric Bledsoe,PG,25,PHO,81,2800,18.4,0.26,0.422,8.3,27.9,2.3,1.2,18.1,23.7,1.6,0.5,2.9,2015,13970869,62351628,34.56790123,0.542,69365745
Gerald Green,SG,29,PHO,74,1446,15.4,0.497,0.154,7,10.9,1.4,0.6,11.1,28.4,1.2,-1.5,0.6,2015,3761387,62351628,19.54054054,0.555,69365745
Goran Dragic,SG,28,PHO,52,1735,16.7,0.274,0.191,5.8,20.2,1.4,0.4,13.4,21.5,1.1,-1,0.9,2015,8060117,62351628,33.36538462,0.532,69365745
Isaiah Thomas,PG,25,PHO,46,1181,19.7,0.404,0.412,5.1,23.6,1.9,0.3,12.8,25.8,3.2,-0.8,1.4,2015,7779201,62351628,25.67391304,0.573,69365745
Marcus Morris,PF,25,PHO,81,2045,13.7,0.41,0.148,10.3,10.2,1.5,0.6,8.2,19,0.1,0,1.1,2015,3337211,62351628,25.24691358,0.579,69365745
Markieff Morris,PF,25,PHO,82,2581,15.8,0.163,0.211,10.7,12.4,2,1.2,12.4,23.3,-0.5,0.2,1.1,2015,3389397,62351628,31.47560976,0.52,69365745
Miles Plumlee,C,26,PHO,54,1005,13.1,0,0.195,14.9,3.9,1.7,4.2,17.5,11.2,-1.7,1,0.3,2015,1257249,62351628,18.61111111,0.523,69365745
Allen Crabbe,SG,22,POR,51,683,8.7,0.556,0.105,5.7,8.1,1.4,1.6,8.6,11.5,-2.4,1.5,0.2,2015,926376,75159876,13.39215686,0.55,69365745
Chris Kaman,C,32,POR,74,1398,17.3,0,0.186,18.5,7.8,0.7,2.8,15.4,22.5,-0.8,0.1,0.4,2015,5158474,75159876,18.89189189,0.537,69365745
CJ McCollum,SG,23,POR,62,973,13.1,0.381,0.2,5,10.3,2.3,0.6,10.8,20.5,-1.3,0.8,0.4,2015,2601805,75159876,15.69354839,0.534,69365745
Damian Lillard,PG,24,POR,82,2925,20.7,0.421,0.293,6.9,29,1.7,0.5,12.6,26.9,4.3,0.3,4.9,2015,3590427,75159876,35.67073171,0.56,69365745
Dorell Wright,SF,29,POR,48,592,13.4,0.568,0.221,10,10.2,1.7,1.3,7.9,17.1,0.3,1.5,0.6,2015,3379875,75159876,12.33333333,0.525,69365745
Joel Freeland,C,27,POR,48,617,12.2,0,0.166,16.6,3.8,0.7,2.7,12.4,13.4,-3,0.4,-0.1,2015,3331515,75159876,12.85416667,0.522,69365745
LaMarcus Aldridge,PF,29,POR,71,2512,22.8,0.074,0.256,15.5,9.2,1,1.9,7.2,30.2,3.2,-0.3,3.1,2015,16335170,75159876,35.38028169,0.528,69365745
Meyers Leonard,C,22,POR,55,847,14.8,0.457,0.131,15.8,5.8,0.6,1.2,13.1,15.8,0.1,0.5,0.6,2015,2491027,75159876,15.4,0.631,69365745
Nicolas Batum,SF,26,POR,71,2380,13.1,0.515,0.163,9.4,20.5,1.7,1.2,17,14.6,0.3,1.8,2.4,2015,12241168,75159876,33.52112676,0.516,69365745
Robin Lopez,C,26,POR,59,1638,16.2,0.002,0.291,12.9,5.1,0.5,3.7,12.9,15.5,0.1,0.1,0.9,2015,5739049,75159876,27.76271186,0.574,69365745
Steve Blake,PG,34,POR,81,1529,9.5,0.67,0.125,4.8,26.2,1.4,0.2,23.2,13.2,-1.8,0,0.1,2015,2256832,75159876,18.87654321,0.507,69365745
Wesley Matthews,SG,28,POR,60,2024,16.1,0.592,0.193,5.9,10.8,1.9,0.4,9,19.8,2,1.1,2.6,2015,7786760,75159876,33.73333333,0.586,69365745
Ben McLemore,SG,21,SAC,82,2670,10.4,0.471,0.193,5.1,8.4,1.5,0.6,13.3,17.2,-1.3,-0.9,-0.2,2015,3252289,78859179,32.56097561,0.552,69365745
Carl Landry,PF,31,SAC,70,1192,14.9,0,0.407,12.8,3.6,0.6,1.1,11,18.1,-0.5,-1.7,-0.1,2015,7254105,78859179,17.02857143,0.578,69365745
Darren Collison,PG,27,SAC,45,1565,17.5,0.293,0.335,5.2,27.2,2.2,0.7,15.1,20.9,2.3,-0.2,1.6,2015,5155964,78859179,34.77777778,0.575,69365745
DeMarcus Cousins,C,24,SAC,59,2013,25.2,0.008,0.508,21.1,20.4,2.3,4,16.3,34.1,2.8,1.5,3.2,2015,14724490,78859179,34.11864407,0.545,69365745
Derrick Williams,PF,23,SAC,74,1462,12.8,0.322,0.404,7.8,5.6,1.2,0.2,8.9,18.9,-0.3,-1.6,0,2015,7178733,78859179,19.75675676,0.54,69365745
Jason Thompson,PF,28,SAC,81,1991,10.2,0.002,0.334,15.1,6.5,0.8,2.3,14.6,12.7,-2.6,-0.2,-0.4,2015,6488394,78859179,24.58024691,0.5,69365745
Nik Stauskas,SG,21,SAC,73,1127,7.5,0.503,0.216,4.4,9,0.9,1.2,11,14.2,-2.4,-1,-0.4,2015,2950905,78859179,15.43835616,0.492,69365745
Omri Casspi,SF,26,SAC,67,1416,14.4,0.204,0.447,10.4,11.8,1.1,0.5,14.7,18.7,0.3,-1.1,0.4,2015,1142799,78859179,21.13432836,0.58,69365745
Ray McCallum,PG,23,SAC,68,1436,12.5,0.236,0.179,7.1,21.3,1.6,0.6,14.4,18.2,-0.9,-1.1,0,2015,877458,78859179,21.11764706,0.496,69365745
Reggie Evans,PF,34,SAC,47,764,11.7,0.015,0.708,22.2,6.1,1.4,0.5,20,13,-1.6,-0.8,-0.1,2015,1900741,78859179,16.25531915,0.49,69365745
Rudy Gay,SF,28,SAC,68,2408,19.7,0.197,0.352,9.4,19,1.5,1.3,12.4,27,3.4,-0.7,2.9,2015,20759988,78859179,35.41176471,0.556,69365745
Aron Baynes,C,28,SAS,70,1122,15.9,0.012,0.318,16.1,4.9,0.7,1.5,14.8,17.8,-1.4,-0.4,0.1,2015,2256832,76055480,16.02857143,0.618,69365745
Boris Diaw,PF,32,SAS,81,1984,12.7,0.267,0.147,10,17.9,0.9,0.9,15.8,18.3,-0.6,0.2,0.8,2015,8597458,76055480,24.49382716,0.526,69365745
Cory Joseph,PG,23,SAS,79,1444,15.5,0.107,0.348,7.5,19.7,1.6,0.9,12.4,17,0.2,1.3,1.2,2015,2294009,76055480,18.27848101,0.564,69365745
Danny Green,SG,27,SAS,81,2312,16.5,0.619,0.172,8.4,10.3,2.2,2.8,10.5,17.5,2.6,2,3.8,2015,4325596,76055480,28.54320988,0.596,69365745
Kawhi Leonard,SF,23,SAS,64,2033,22,0.234,0.307,12.9,13,3.7,1.8,9.4,23,2.8,3.1,4.1,2015,3281400,76055480,31.765625,0.567,69365745
Manu Ginobili,SG,37,SAS,70,1587,16.2,0.438,0.346,7.5,28.6,2.2,0.9,18.5,23.9,0.9,0.9,1.5,2015,7522775,76055480,22.67142857,0.544,69365745
Marco Belinelli,SG,28,SAS,62,1388,12.4,0.489,0.211,6.4,10.3,1.1,0.2,10.6,18.8,-0.3,-0.7,0.4,2015,3088368,76055480,22.38709677,0.553,69365745
Matt Bonner,PF,34,SAS,72,935,10.1,0.548,0.161,7,7.1,0.5,1,4.3,12.5,-0.5,-0.2,0.3,2015,1556666,76055480,12.98611111,0.536,69365745
Tiago Splitter,C,30,SAS,52,1030,18.9,0,0.396,13.9,11.8,1.7,2.7,14.4,18.4,0.8,1.5,1.1,2015,9940811,76055480,19.80769231,0.601,69365745
Tim Duncan,C,38,SAS,77,2227,22.6,0.009,0.38,17.9,16.8,1.4,5.1,12.1,22.2,2.3,2.8,4,2015,11135262,76055480,28.92207792,0.56,69365745
Tony Parker,PG,32,SAS,68,1953,15.9,0.107,0.2,3.7,28.7,1.2,0.1,13.9,24.5,0.1,-1.4,0.3,2015,13433528,76055480,28.72058824,0.539,69365745
Amir Johnson,PF,27,TOR,75,1979,15.4,0.089,0.249,13.3,9.4,1.1,2.4,16,15.7,0,-0.1,0.9,2015,7522775,87390965,26.38666667,0.603,69365745
DeMar DeRozan,SG,25,TOR,60,2100,17.4,0.089,0.438,7.6,17,1.8,0.4,10.4,28.4,0.5,-1.4,0.6,2015,10209481,87390965,35,0.51,69365745
Greivis Vasquez,PG,28,TOR,82,1991,12.6,0.484,0.091,6.3,23.9,1.2,0.4,13.6,19.8,0.4,-1.4,0.5,2015,6877966,87390965,24.2804878,0.514,69365745
James Johnson,PF,27,TOR,70,1370,17.9,0.126,0.252,10.8,11.4,2,4.1,15,17.4,0.7,1.7,1.5,2015,2686705,87390965,19.57142857,0.617,69365745
Jonas Valanciunas,C,22,TOR,80,2096,20.6,0.002,0.423,19.1,3.1,0.8,3.6,12.4,19.1,1.4,-0.9,1.3,2015,3953068,87390965,26.2,0.623,69365745
Kyle Lowry,PG,28,TOR,70,2414,19.3,0.375,0.299,7.8,32.4,2.3,0.4,12.8,25.4,3.2,-0.1,3.1,2015,12896187,87390965,34.48571429,0.527,69365745
Patrick Patterson,PF,25,TOR,81,2156,14.6,0.529,0.15,11.6,10.7,1.4,1.6,8.7,13.1,2.3,0.2,2.4,2015,6266822,87390965,26.61728395,0.568,69365745
Terrence Ross,SF,23,TOR,82,2092,11.2,0.518,0.074,6.2,6.5,1.3,1,8.1,18.3,-0.1,-1.3,0.3,2015,3002619,87390965,25.51219512,0.519,69365745
Tyler Hansbrough,PF,29,TOR,74,1058,13.3,0.042,0.842,14.4,2.8,1.5,1.1,8.1,10.5,-0.7,-0.6,0.2,2015,3574645,87390965,14.2972973,0.597,69365745
Dante Exum,PG,19,UTA,82,1817,5.7,0.635,0.077,4.2,16.6,1.2,0.6,21.5,13.8,-3.6,-0.7,-1.1,2015,3884976,65391761,22.15853659,0.457,69365745
Derrick Favors,PF,23,UTA,74,2280,21.8,0.007,0.362,15.4,9.4,1.4,4.3,10.2,23.8,1.9,0.6,2.6,2015,13917135,65391761,30.81081081,0.558,69365745
Elijah Millsap,SG,27,UTA,47,924,7.9,0.378,0.361,9.4,9.7,3.2,1.4,19.5,17,-5.1,2.1,-0.3,2015,323927,65391761,19.65957447,0.45,69365745
Enes Kanter,C,22,UTA,49,1326,17.5,0.07,0.203,16.7,3.8,0.9,1,12.8,25.1,0,-2.7,-0.2,2015,6456805,65391761,27.06122449,0.535,69365745
Gordon Hayward,SF,24,UTA,76,2618,20.2,0.304,0.425,8.2,21.7,2.2,0.9,13.8,26.2,3.5,0.5,4,2015,15847264,65391761,34.44736842,0.567,69365745
Joe Ingles,SF,27,UTA,79,1673,9.6,0.571,0.113,6,16.8,2.3,0.5,20.9,12.9,-2.3,1.1,0.3,2015,545225,65391761,21.17721519,0.533,69365745
Rodney Hood,SG,22,UTA,50,1064,12.3,0.455,0.214,6.4,13.2,1.5,0.9,9.9,19.6,-1,0.3,0.3,2015,1386727,65391761,21.28,0.529,69365745
Rudy Gobert,C,22,UTA,82,2158,21.6,0.005,0.639,20.7,8.2,1.6,7,16.9,14,1.7,2.5,3.4,2015,1211596,65391761,26.31707317,0.627,69365745
Trevor Booker,PF,27,UTA,79,1564,15.3,0.181,0.319,14.7,9,1.5,2.1,14.3,18.1,-0.3,0.1,0.7,2015,5373411,65391761,19.79746835,0.536,69365745
Trey Burke,PG,22,UTA,76,2288,12.6,0.388,0.144,5.2,25,1.5,0.5,10.4,23.9,-0.1,-1.3,0.3,2015,2738892,65391761,30.10526316,0.455,69365745
Andre Miller,PG,38,WAS,51,631,14.3,0.056,0.275,6.9,34.1,1.1,0.3,22.4,14.8,-0.6,0,0.2,2015,4970405,78852628,12.37254902,0.575,69365745
